#Latest: Time (min),#Latest: Potential (V),#Latest: Temperature (°C)
3.1,2.962112427,47.06900668
3.133333333,3.01399231,47.04979235
3.166666667,3.009414673,47.03058408
3.2,2.953910828,47.04106057
3.233333333,2.906799316,47.01138186
3.266666667,2.917098999,46.98695141
3.3,2.969551086,46.99044087
3.333333333,3.014945984,46.98171758
3.366666667,3.009414673,46.96253073
3.4,2.956390381,46.92940398
3.433333333,2.906799316,46.91023353
3.466666667,2.912521362,46.89629516
3.5,2.95753479,46.88410169
3.533333333,3.00617218,46.87191064
3.566666667,3.017807007,46.86668664
3.6,2.98614502,46.85275817
3.633333333,2.932739258,46.84927655
3.666666667,2.905654907,46.81273141
3.7,2.916717529,46.7814243
3.733333333,2.961349487,46.75013311
3.766666667,3.004646301,46.72580651
3.8,3.014564514,46.72580651
3.833333333,2.988433838,46.70148951
3.866666667,2.939796448,46.67544621
3.9,2.90851593,46.66850318
3.933333333,2.918243408,46.66503196
3.966666667,2.952194214,46.63553446
4,2.994728088,46.59911578
4.033333333,3.015327454,46.55925321
4.066666667,3.000450134,46.52461091
4.1,2.95085907,46.48998793
4.133333333,2.916717529,46.46057355
4.166666667,2.913665771,46.44154811
4.2,2.929878235,46.43463121
4.233333333,2.977371216,46.42944404
4.266666667,3.007125854,46.38623439
4.3,3.00693512,46.37068624
4.333333333,2.977371216,46.35168819
4.366666667,2.931594849,46.31888697
4.4,2.912139893,46.30335555
4.433333333,2.92301178,46.30335555
4.466666667,2.96497345,46.31370941
4.5,2.994728088,46.31888697
4.533333333,3.012084961,46.31370941
4.566666667,2.991676331,46.30335555
4.6,2.951812744,46.29645394
4.633333333,2.922439575,46.29645394
4.666666667,2.911758423,46.30680665
4.7,2.937316895,46.28437793
4.733333333,2.973175049,46.26195724
4.766666667,3.004646301,46.22747951
4.8,3.011131287,46.1878535
4.833333333,2.994728088,46.15685923
4.866666667,2.958297729,46.14997369
4.9,2.925300598,46.14481003
4.933333333,2.911376953,46.13448397
4.966666667,2.925872803,46.12071853
5,2.959632874,46.11899806
5.033333333,2.995491028,46.10523599
5.066666667,3.012466431,46.08459851
5.1,3.006744385,46.06740576
5.133333333,2.981567383,46.03475242
5.166666667,2.937698364,46.02272649
5.2,2.91595459,46.0038332
5.233333333,2.898979187,45.98494555
5.266666667,2.925872803,45.94375564
5.3,2.95009613,45.91802551
5.333333333,2.988815308,45.85974239
5.366666667,3.007507324,45.83062081
5.4,3.005027771,45.81349667
5.433333333,2.980232239,45.8100724
5.466666667,2.944755554,45.8100724
5.5,2.919197083,45.81349667
5.533333333,2.911758423,45.80664831
5.566666667,2.914619446,45.76899541
5.6,2.934455872,45.75701959
5.633333333,2.948760986,45.74333568
5.666666667,2.982330322,45.75017727
5.7,3.008651733,45.74675638
5.733333333,3.00693512,45.74504601
5.766666667,2.987289429,45.71768623
5.8,2.95715332,45.69204705
5.833333333,2.918243408,45.66812638
5.866666667,2.917098999,45.63226208
5.9,2.921295166,45.60153717
5.933333333,2.938652039,45.56741556
5.966666667,2.968597412,45.53501675
6,2.998352051,45.53160729
6.033333333,3.013801575,45.51626697
6.066666667,3.015327454,45.49411516
6.1,2.997207642,45.46175307
6.133333333,2.969932556,45.43621548
6.166666667,2.917861938,45.40898646
6.2,2.912521362,45.38346963
6.233333333,2.912902832,45.3511627
6.266666667,2.930259705,45.33586501
6.3,2.962493896,45.28659691
6.333333333,2.990531921,45.24245712
6.366666667,3.011131287,45.20513136
6.4,3.010368347,45.1763033
6.433333333,2.986526489,45.19834714
6.466666667,2.962112427,45.20682752
6.5,2.932357788,45.23566904
6.533333333,2.915000916,45.2577329
6.566666667,2.918243408,45.26112801
6.6,2.933120728,45.28999351
6.633333333,2.976226807,45.31207576
6.666666667,3.011131287,45.29508875
6.7,3.017425537,45.27980423
6.733333333,2.991485596,45.24585143
6.766666667,2.979850769,45.21361262
6.8,2.947998047,45.17291259
6.833333333,2.928733826,45.16952207
6.866666667,2.918243408,45.15426687
6.9,2.923774719,45.1169913
6.933333333,2.941131592,45.08142981
6.966666667,2.966308594,45.08820194
7,3.000068665,45.06281003
7.033333333,3.011894226,45.03573612
7.066666667,3.007507324,45.00698227
7.1,2.982711792,44.98838351
7.133333333,2.95791626,44.97317024
7.166666667,2.931022644,44.97317024
7.2,2.913284302,44.97655066
7.233333333,2.914237976,44.95627071
7.266666667,2.928733826,44.92755143
7.3,2.945899963,44.90053289
7.333333333,2.984428406,44.8667752
7.366666667,3.005409241,44.84990279
7.4,3.010368347,44.82797507
7.433333333,2.984046936,44.82291585
7.466666667,2.952575684,44.83809465
7.5,2.927398682,44.84315503
7.533333333,2.910041809,44.83809465
7.566666667,2.91595459,44.81954325
7.6,2.924156189,44.7875121
7.633333333,2.946281433,44.76223523
7.666666667,2.985572815,44.73023161
7.7,2.996826172,44.70329309
7.733333333,3.009986877,44.69487703
7.766666667,3.009605408,44.66627034
7.8,2.990913391,44.65617678
7.833333333,2.960777283,44.6528126
7.866666667,2.945518494,44.64103929
7.9,2.91633606,44.62590523
7.933333333,2.905082703,44.62590523
7.966666667,2.913284302,44.61413664
8,2.931594849,44.61413664
8.033333333,2.953529358,44.5855644
8.066666667,2.982330322,44.55868397
8.1,3.002929688,44.54356844
8.133333333,3.024482727,44.51334758
8.166666667,3.029251099,44.50663367
8.2,3.02696228,44.49152983
8.233333333,3.004455566,44.47307417
8.266666667,2.977752686,44.45965504
8.3,2.962493896,44.42611886
8.333333333,2.928733826,44.42611886
8.366666667,2.919197083,44.41438513
8.4,2.930259705,44.39092377
8.433333333,2.948570251,44.36412073
8.466666667,2.969169617,44.35574695
8.5,2.992248535,44.33397996
8.533333333,3.017044067,44.33397996
8.566666667,3.026390076,44.32728383
8.6,3.024101257,44.30552596
8.633333333,3.008651733,44.27541117
8.666666667,2.988433838,44.2687208
8.7,2.967834473,44.24029407
8.733333333,2.940940857,44.19684079
8.766666667,2.927398682,44.16677393
8.8,2.922821045,44.13171263
8.833333333,2.938652039,44.09500096
8.866666667,2.948379517,44.06664631
8.9,2.968215942,44.06998154
8.933333333,2.983093262,44.08832823
8.966666667,3.008651733,44.0833241
9,3.021621704,44.05497426
9.033333333,3.022766113,44.0299694
9.066666667,3.012084961,43.99997555
9.1,2.98576355,43.96832953
9.133333333,2.969932556,43.9350336
9.166666667,2.953338623,43.92837633
9.2,2.938270569,43.92504794
9.233333333,2.930259705,43.91672767
9.266666667,2.925300598,43.91339984
9.3,2.92339325,43.89676308
9.333333333,2.944374084,43.8901095
9.366666667,2.959251404,43.88844621
9.4,2.98614502,43.88844621
9.433333333,3.007507324,43.87514128
9.466666667,3.022766113,43.8518638
9.5,3.015708923,43.84189013
9.533333333,3.007125854,43.84189013
9.566666667,2.995109558,43.84521453
9.6,2.970314026,43.84189013
9.633333333,2.944374084,43.83357983
9.666666667,2.927017212,43.81031628
9.7,2.921676636,43.78706051
9.733333333,2.924156189,43.75053142
9.766666667,2.937316895,43.72397682
9.8,2.958679199,43.71236237
9.833333333,2.984046936,43.7090443
9.866666667,3.009986877,43.69411498
9.9,3.018760681,43.67918884
9.933333333,3.018760681,43.67255602
9.966666667,3.010749817,43.64768855
10,2.97164917,43.64105872
10.03333333,2.945899963,43.62117298
10.06666667,2.936553955,43.59632373
10.1,2.924537659,43.58473043
10.13333333,2.924537659,43.55823863
10.16666667,2.939033508,43.51355632
10.2,2.967071533,43.46063616
10.23333333,2.985954285,43.43419094
10.26666667,3.001785278,43.39619324
10.3,3.016090393,43.36647012
10.33333333,3.0210495,43.31365973
10.36666667,3.016662598,43.28067313
10.4,3.000831604,43.2823221
10.43333333,2.979469299,43.27242887
10.46666667,2.952957153,43.2823221
10.5,2.931213379,43.29551521
10.53333333,2.922439575,43.31365973
10.56666667,2.925872803,43.31695923
10.6,2.947235107,43.30211268
10.63333333,2.973747253,43.26253702
10.66666667,2.993774414,43.25429485
10.7,2.997970581,43.22957406
10.73333333,3.014945984,43.20156751
10.76666667,3.002929688,43.18345146
10.8,2.986526489,43.17686495
10.83333333,2.954292297,43.18674495
10.86666667,2.938652039,43.18015813
10.9,2.934455872,43.17357191
10.93333333,2.922058105,43.17192546
10.96666667,2.915763855,43.14394144
11,2.922821045,43.07320702
11.03333333,2.94303894,43.00746992
11.06666667,2.958869934,42.96477289
11.1,2.983665466,42.94343383
11.13333333,3.006744385,42.91225727
11.16666667,3.016471863,42.8991343
11.2,3.016471863,42.87617482
11.23333333,3.007125854,42.84502713
11.26666667,2.989768982,42.83355503
11.3,2.966308594,42.81553108
11.33333333,2.945137024,42.80570172
11.36666667,2.929115295,42.79096016
11.4,2.920532227,42.78604697
11.43333333,2.920913696,42.75493776
11.46666667,2.933311462,42.76312311
11.5,2.955436707,42.76312311
11.53333333,2.982711792,42.79751159
11.56666667,3.00617218,42.80570172
11.6,3.01399231,42.80242556
11.63333333,3.007507324,42.80078753
11.66666667,3.01322937,42.80570172
11.7,3.007125854,42.79096016
11.73333333,2.984046936,42.74511655
11.76666667,2.968788147,42.73366014
11.8,2.949333191,42.74184311
11.83333333,2.933120728,42.72711443
11.86666667,2.920913696,42.70420904
11.9,2.914237976,42.6813108
11.93333333,2.915000916,42.65515014
11.96666667,2.931213379,42.62573053
12,2.948379517,42.61265892
12.03333333,2.968406677,42.6159266
12.06666667,3.000068665,42.59795614
12.1,3.012084961,42.59142251
12.13333333,3.012466431,42.5718251
12.16666667,3.009605408,42.54570331
12.2,2.995109558,42.51795903
12.23333333,2.973365784,42.49022516
12.26666667,2.953910828,42.45598
12.3,2.936935425,42.41523254
12.33333333,2.921295166,42.40871503
12.36666667,2.91633606,42.40056893
12.4,2.923202515,42.38102194
12.43333333,2.928352356,42.3647367
12.46666667,2.951049805,42.32566662
12.5,2.970695496,42.29963126
12.53333333,2.986335754,42.29800435
12.56666667,2.998733521,42.30288519
12.6,3.003692627,42.30939346
12.63333333,2.996826172,42.32566662
12.66666667,2.98614502,42.33054926
12.7,2.970695496,42.3403155
12.73333333,2.947998047,42.32729413
12.76666667,2.931594849,42.28499035
12.8,2.921295166,42.24921352
12.83333333,2.921676636,42.22157947
12.86666667,2.916717529,42.19558024
12.9,2.911758423,42.19233097
12.93333333,2.915000916,42.19558024
12.96666667,2.93598175,42.19233097
13,2.959251404,42.17446249
13.03333333,2.974128723,42.15659825
13.06666667,2.984809875,42.14360873
13.1,2.996826172,42.14036171
13.13333333,3.000450134,42.14036171
13.16666667,3.001403809,42.13711482
13.2,2.997207642,42.12250555
13.23333333,2.986526489,42.11439051
13.26666667,2.979850769,42.11114473
13.3,2.96459198,42.09654049
13.33333333,2.936553955,42.06571856
13.36666667,2.926635742,42.03328799
13.4,2.910423279,42.0057329
13.43333333,2.910804749,41.9814279
13.46666667,2.905654907,41.9457946
13.5,2.919197083,41.90046722
13.53333333,2.94303894,41.87134241
13.56666667,2.95715332,41.83252656
13.6,2.97908783,41.81150953
13.63333333,2.995491028,41.79857883
13.66666667,2.996826172,41.78726625
13.7,2.999687195,41.8018113
13.73333333,2.991676331,41.80827665
13.76666667,2.973175049,41.82282568
13.8,2.95009613,41.82605917
13.83333333,2.934455872,41.81312602
13.86666667,2.92339325,41.8018113
13.9,2.915000916,41.7856503
13.93333333,2.912139893,41.76303063
13.96666667,2.920341492,41.76303063
14,2.928733826,41.75979979
14.03333333,2.951812744,41.75495378
14.06666667,2.972412109,41.73234313
14.1,2.984428406,41.69843958
14.13333333,2.997970581,41.68552786
14.16666667,3.001594543,41.67907282
14.2,2.986526489,41.64680566
14.23333333,2.982330322,41.63712813
14.26666667,2.963256836,41.63228982
14.3,2.942276001,41.63228982
14.33333333,2.919960022,41.62906445
14.36666667,2.906417847,41.63228982
14.4,2.90222168,41.62422665
14.43333333,2.906036377,41.59843012
14.46666667,2.920532227,41.57747676
14.5,2.928733826,41.55975141
14.53333333,2.95085907,41.54525185
14.56666667,2.958679199,41.51787117
14.6,2.987670898,41.50337941
14.63333333,2.991294861,41.4921099
14.66666667,3.002929688,41.48889034
14.7,2.997970581,41.46152944
14.73333333,2.992248535,41.45348394
14.76666667,2.981185913,41.41970187
14.8,2.970314026,41.40522829
14.83333333,2.94380188,41.37307436
14.86666667,2.923774719,41.3393269
14.9,2.915000916,41.30719991
14.93333333,2.905654907,41.275086
14.96666667,2.905845642,41.2622441
15,2.912902832,41.25903395
15.03333333,2.920722961,41.27187533
15.06666667,2.941894531,41.25100915
15.1,2.959632874,41.24138046
15.13333333,2.978897095,41.23014847
15.16666667,2.991294861,41.21250142
15.2,3.001785278,41.1788225
15.23333333,3.004455566,41.1579808
15.26666667,3.002166748,41.12592732
15.3,2.993392944,41.08748017
15.33333333,2.974891663,41.03944726
15.36666667,2.951431274,41.01864196
15.4,2.934455872,41.03464556
15.43333333,2.925872803,41.06185903
15.46666667,2.915382385,41.08107411
15.5,2.915763855,41.08107411
15.53333333,2.91595459,41.07466857
15.56666667,2.927398682,41.06346011
15.6,2.933120728,41.05225322
15.63333333,2.955436707,41.04905154
15.66666667,2.974891663,41.03464556
15.7,2.974891663,41.03464556
15.73333333,2.980613709,41.01544163
15.76666667,2.996826172,41.00904134
15.8,3.000831604,41.00424146
15.83333333,2.993392944,40.97864694
15.86666667,2.984428406,40.95625843
15.9,2.975654602,40.94826405
15.93333333,2.954292297,40.94186911
15.96666667,2.938079834,40.94186911
16,2.91633606,40.92908077
16.03333333,2.917098999,40.90990205
16.06666667,2.917861938,40.89552102
16.1,2.924919128,40.85239327
16.13333333,2.94303894,40.85239327
16.16666667,2.960777283,40.86197522
16.2,2.963829041,40.87635028
16.23333333,2.976608276,40.86836382
16.26666667,2.995491028,40.84919953
16.3,2.993011475,40.82046161
16.33333333,2.990913391,40.79492535
16.36666667,2.978897095,40.78216024
16.4,2.958297729,40.77577843
16.43333333,2.94342041,40.75504102
16.46666667,2.927780151,40.75504102
16.5,2.910804749,40.73271434
16.53333333,2.911758423,40.71198791
16.56666667,2.914619446,40.70879969
16.6,2.926635742,40.68967303
16.63333333,2.930831909,40.69286049
16.66666667,2.965354919,40.69604808
16.7,2.973747253,40.68967303
16.73333333,2.990913391,40.66417777
16.76666667,2.995491028,40.6355051
16.8,2.997589111,40.61958019
16.83333333,2.997207642,40.59092313
16.86666667,2.993011475,40.56704988
16.9,2.984428406,40.56068486
16.93333333,2.973747253,40.54000192
16.96666667,2.954292297,40.51455313
17,2.932357788,40.47321558
17.03333333,2.92301178,40.4493764
17.06666667,2.914619446,40.43984265
17.1,2.912139893,40.4239555
17.13333333,2.917098999,40.40171861
17.16666667,2.921676636,40.3906024
17.2,2.934074402,40.35726268
17.23333333,2.959060669,40.33821741
17.26666667,2.962875366,40.33186996
17.3,2.976989746,40.31917649
17.33333333,2.985191345,40.32869641
17.36666667,2.987289429,40.30172614
17.4,2.988624573,40.27793607
17.43333333,2.990150452,40.25573811
17.46666667,2.977752686,40.24305621
17.5,2.956390381,40.24939692
17.53333333,2.94342041,40.23988603
17.56666667,2.930831909,40.22562172
17.6,2.916145325,40.21135983
17.63333333,2.907562256,40.205022
17.66666667,2.908325195,40.205022
17.7,2.910041809,40.18759541
17.73333333,2.915763855,40.17333997
17.76666667,2.934074402,40.15591995
17.8,2.942657471,40.12900517
17.83333333,2.965354919,40.11792511
17.86666667,2.979850769,40.09418701
17.9,2.985572815,40.08469364
17.93333333,2.992630005,40.07678331
17.96666667,2.996826172,40.05305676
18,3.001785278,40.02459365
18.03333333,2.989768982,40.00088169
18.06666667,2.97870636,40.00246228
18.1,2.96497345,40.00562355
18.13333333,2.947616577,39.97559621
18.16666667,2.927398682,39.95031824
18.2,2.917861938,39.90925749
18.23333333,2.913284302,39.88873451
18.26666667,2.912139893,39.89504875
18.3,2.922058105,39.90925749
18.33333333,2.930259705,39.93294397
18.36666667,2.946853638,39.94557945
18.4,2.958679199,39.94242041
18.43333333,2.975273132,39.92662694
18.46666667,2.978897095,39.92662694
18.5,2.988052368,39.91241531
18.53333333,2.992630005,39.90609979
18.56666667,2.997970581,39.89504875
18.6,2.993392944,39.89504875
18.63333333,2.992630005,39.88242074
18.66666667,2.980232239,39.87137276
18.7,2.961730957,39.86190419
18.73333333,2.95009613,39.84139255
18.76666667,2.933120728,39.82404037
18.8,2.924919128,39.79723025
18.83333333,2.913475037,39.77200481
18.86666667,2.912521362,39.76569961
18.9,2.911376953,39.75151458
18.93333333,2.908325195,39.74205919
18.96666667,2.910995483,39.73733188
19,2.927398682,39.74521087
19.03333333,2.931213379,39.73102921
19.06666667,2.952957153,39.72787804
19.1,2.968215942,39.72787804
19.13333333,2.983093262,39.72787804
19.16666667,2.990531921,39.69007301
19.2,2.991867065,39.66960217
19.23333333,2.993011475,39.62238016
19.26666667,2.991676331,39.58776697
19.3,2.982711792,39.57990225
19.33333333,2.970695496,39.57361098
19.36666667,2.953529358,39.55631234
19.4,2.941894531,39.54373365
19.43333333,2.921676636,39.53901711
19.46666667,2.917098999,39.5358729
19.5,2.90927887,39.50915159
19.53333333,2.906417847,39.48558073
19.56666667,2.915000916,39.48243843
19.6,2.920341492,39.47458316
19.63333333,2.928352356,39.46829945
19.66666667,2.937316895,39.4478805
19.7,2.948951721,39.45730404
19.73333333,2.960777283,39.46201619
19.76666667,2.978515625,39.44002832
19.8,2.97203064,39.4101964
19.83333333,2.984809875,39.38665201
19.86666667,2.981376648,39.38351324
19.9,2.974891663,39.37566678
19.93333333,2.980232239,39.36154491
19.96666667,2.982330322,39.3442879
20,2.968215942,39.32076104
20.03333333,2.954292297,39.30507992
20.06666667,2.929878235,39.30507992
20.1,2.921295166,39.30507992
20.13333333,2.911376953,39.29410479
20.16666667,2.905082703,39.28626624
20.2,2.914237976,39.27372599
20.23333333,2.921676636,39.24708382
20.26666667,2.937889099,39.22201611
20.3,2.947998047,39.22514919
20.33333333,2.962875366,39.23298237
20.36666667,2.970695496,39.24394998
20.4,2.982330322,39.22671577
20.43333333,2.991485596,39.2141839
20.46666667,3.00617218,39.19852152
20.5,3.009605408,39.18755949
20.53333333,2.993965149,39.16563945
20.56666667,2.982330322,39.1468551
20.6,2.975273132,39.12963957
20.63333333,2.959251404,39.11086276
20.66666667,2.953529358,39.11399195
20.7,2.94303894,39.09678271
20.73333333,2.925300598,39.09052562
20.76666667,2.915763855,39.05924668
20.8,2.911376953,39.05142864
20.83333333,2.905845642,39.03579458
20.86666667,2.908325195,39.04830161
20.9,2.908706665,39.05142864
20.93333333,2.919960022,39.0655016
20.96666667,2.932739258,39.04517469
21,2.95753479,39.02797857
21.03333333,2.959060669,38.99203359
21.06666667,2.978515625,38.96703678
21.1,2.983093262,38.93111591
21.13333333,2.989006042,38.90613584
21.16666667,2.996635437,38.89208755
21.2,2.993011475,38.89208755
21.23333333,2.988052368,38.88584456
21.26666667,2.979850769,38.85931661
21.3,2.965354919,38.84527552
21.33333333,2.959632874,38.82343809
21.36666667,2.933502197,38.81096189
21.4,2.924156189,38.81096189
21.43333333,2.919960022,38.82031888
21.46666667,2.916717529,38.81719977
21.5,2.912521362,38.81719977
21.53333333,2.911376953,38.8078431
21.56666667,2.912521362,38.81408078
21.6,2.915382385,38.79848738
21.63333333,2.922058105,38.78757358
21.66666667,2.931976318,38.77821993
21.7,2.95009613,38.75795693
21.73333333,2.965736389,38.75328149
21.76666667,2.980232239,38.74548961
21.8,2.991676331,38.72056002
21.83333333,2.995109558,38.70342482
21.86666667,2.993774414,38.67850657
21.9,2.980232239,38.65515179
21.93333333,2.973747253,38.64269831
21.96666667,2.951431274,38.63802869
22,2.942276001,38.63491573
22.03333333,2.924537659,38.61935253
22.06666667,2.915382385,38.60845984
22.1,2.90851593,38.59134533
22.13333333,2.903556824,38.56801242
22.16666667,2.902603149,38.54779528
22.2,2.9088974,38.53380136
22.23333333,2.914237976,38.54002062
22.26666667,2.921295166,38.54779528
22.3,2.930641174,38.53846577
22.33333333,2.94380188,38.51670052
22.36666667,2.961540222,38.50581979
22.4,2.965354919,38.50271124
22.43333333,2.975654602,38.49960279
22.46666667,2.989006042,38.49649445
22.5,2.990150452,38.49338621
22.53333333,2.990150452,38.49027808
22.56666667,2.988624573,38.49027808
22.6,2.983093262,38.49649445
22.63333333,2.956581116,38.47940041
22.66666667,2.937698364,38.4700777
22.7,2.922821045,38.45298846
22.73333333,2.908325195,38.44988166
22.76666667,2.905654907,38.43900866
22.8,2.902603149,38.40484455
22.83333333,2.904701233,38.36138082
22.86666667,2.900695801,38.32724472
22.9,2.921676636,38.30397714
22.93333333,2.92301178,38.2915701
22.96666667,2.937698364,38.2915701
23,2.969169617,38.28071526
23.03333333,2.974128723,38.26986165
23.06666667,2.988624573,38.25745905
23.1,2.984809875,38.24350804
23.13333333,2.988433838,38.2342085
23.16666667,2.988433838,38.22026089
23.2,2.985954285,38.18307718
23.23333333,2.984428406,38.1768813
23.26666667,2.974128723,38.18617527
23.3,2.966117859,38.17997919
23.33333333,2.947998047,38.17223465
23.36666667,2.927970886,38.15055325
23.4,2.919197083,38.1536503
23.43333333,2.913856506,38.14900477
23.46666667,2.912521362,38.13197309
23.5,2.90927887,38.12113632
23.53333333,2.903175354,38.09791876
23.56666667,2.90927887,38.07315952
23.6,2.919197083,38.05768821
23.63333333,2.928733826,38.05459424
23.66666667,2.932357788,38.0375792
23.7,2.959632874,38.03139265
23.73333333,2.95753479,38.04067262
23.76666667,2.968597412,38.03139265
23.8,2.973747253,38.01747436
23.83333333,2.985954285,38.01438168
23.86666667,2.988052368,37.99891974
23.9,2.985572815,37.9911897
23.93333333,2.982711792,37.98191445
23.96666667,2.974891663,37.96027565
24,2.954292297,37.94791277
24.03333333,2.952575684,37.93709654
24.06666667,2.945137024,37.92473659
24.1,2.924919128,37.92782643
24.13333333,2.912902832,37.92782643
24.16666667,2.907943726,37.91855721
24.2,2.906036377,37.90465502
24.23333333,2.905654907,37.90002139
24.26666667,2.912139893,37.88921045
24.3,2.916717529,37.88612183
24.33333333,2.922821045,37.87685655
24.36666667,2.930259705,37.85369718
24.4,2.941131592,37.83671711
24.43333333,2.949714661,37.83363014
24.46666667,2.963829041,37.80893785
24.5,2.976608276,37.79659402
24.53333333,2.989006042,37.78270906
24.56666667,2.990150452,37.7595718
24.6,2.988433838,37.7426079
24.63333333,2.982711792,37.73952387
24.66666667,2.970314026,37.73643994
24.7,2.961158752,37.7426079
24.73333333,2.949714661,37.7426079
24.76666667,2.947235107,37.73798189
24.8,2.931976318,37.72564692
24.83333333,2.921676636,37.71639669
24.86666667,2.911758423,37.71639669
24.9,2.906417847,37.70560585
24.93333333,2.903366089,37.69635748
24.96666667,2.904701233,37.68556882
25,2.910995483,37.67324034
